User_ID,Age,Gender,Location,Education,Occupation,Primary_App,Usage_Frequency,Daily_Usage_Time,Reason_for_Using,Satisfaction,Desired_Features,Preferred_Communication,Partner_Priorities
333,24,Non-binary,Delhi,Graduate,Intern,Tinder,Weekly,30 minutes,Social Interaction,5,AI Recommendations,Voice Notes,Values > Personality > Appearance
334,20,Female,Delhi,Postgraduate,Intern,NA,Daily,1.5 hours,Casual Dating,1,AI Recommendations,Text,Appearance > Interests > Personality
335,20,Female,Hyderabad,Graduate,Full-time Job,Hinge,Monthly,1.5 hours,Casual Dating,4,Detailed Profiles,Video Calls,Appearance > Interests > Personality
336,20,Non-binary,Hyderabad,Undergraduate,Student,Tinder,Weekly,3 hours,Casual Dating,2,Detailed Profiles,Voice Notes,Personality > Interests > Values
337,24,Male,Kolkata,Graduate,Student,Hinge,Monthly,2 hours,Casual Dating,1,Video Calls,Voice Notes,Appearance > Interests > Personality
338,23,Non-binary,Delhi,Undergraduate,Freelancer,Hinge,Daily,3 hours,Social Interaction,4,Location-Based Matching,Voice Notes,Values > Personality > Appearance
339,24,Non-binary,Pune,Postgraduate,Part-time Job,Hinge,Monthly,3 hours,Casual Dating,3,Location-Based Matching,Video Calls,Appearance > Interests > Personality
340,21,Non-binary,Delhi,Postgraduate,Student,NA,Monthly,2 hours,Finding a Partner,4,Video Calls,Video Calls,Values > Personality > Appearance
341,19,Non-binary,Kolkata,Undergraduate,Freelancer,Hinge,Weekly,1.5 hours,Social Interaction,1,Location-Based Matching,Text,Personality > Interests > Values
342,23,Non-binary,Hyderabad,Graduate,Part-time Job,NA,Daily,1.5 hours,Finding a Partner,1,Detailed Profiles,Text,Values > Personality > Appearance
343,18,Female,Mumbai,Postgraduate,Freelancer,OkCupid,Daily,2 hours,Casual Dating,4,Video Calls,Video Calls,Personality > Interests > Values
344,20,Male,Bangalore,Graduate,Student,Hinge,Daily,3 hours,Finding a Partner,2,Audio Calls,Voice Notes,Personality > Interests > Values
345,25,Female,Pune,Postgraduate,Freelancer,Hinge,Monthly,2 hours,Casual Fun,1,Audio Calls,Video Calls,Personality > Interests > Values
346,24,Male,Pune,Postgraduate,Intern,OkCupid,Daily,1 hour,Social Interaction,3,Location-Based Matching,Video Calls,Appearance > Interests > Personality
347,22,Female,Pune,Undergraduate,Full-time Job,Bumble,Daily,1 hour,Casual Fun,5,AI Recommendations,Video Calls,Values > Personality > Appearance
348,22,Female,Pune,Graduate,Full-time Job,NA,Monthly,2 hours,Casual Fun,5,Detailed Profiles,Video Calls,Values > Personality > Appearance
349,18,Male,Delhi,Undergraduate,Intern,Bumble,Monthly,1.5 hours,Social Interaction,3,Audio Calls,Voice Notes,Appearance > Interests > Personality
350,21,Male,Mumbai,Graduate,Intern,NA,Weekly,1.5 hours,Social Interaction,4,Video Calls,Video Calls,Values > Personality > Appearance
351,20,Male,Kolkata,Undergraduate,Freelancer,Hinge,Monthly,30 minutes,Casual Fun,5,Audio Calls,Text,Appearance > Interests > Personality
352,23,Male,Mumbai,Postgraduate,Freelancer,Tinder,Daily,30 minutes,Casual Fun,4,Audio Calls,Voice Notes,Personality > Interests > Values
353,18,Female,Kolkata,Postgraduate,Student,Tinder,Daily,2 hours,Casual Fun,1,Location-Based Matching,Voice Notes,Values > Personality > Appearance
354,25,Non-binary,Bangalore,Postgraduate,Student,NA,Monthly,30 minutes,Casual Dating,3,AI Recommendations,Text,Values > Personality > Appearance
355,24,Non-binary,Bangalore,Postgraduate,Intern,NA,Daily,1 hour,Social Interaction,1,AI Recommendations,Text,Appearance > Interests > Personality
356,21,Non-binary,Hyderabad,Graduate,Student,NA,Daily,3 hours,Social Interaction,1,Detailed Profiles,Voice Notes,Appearance > Interests > Personality
357,23,Non-binary,Mumbai,Undergraduate,Full-time Job,Bumble,Daily,1 hour,Casual Fun,2,Location-Based Matching,Text,Appearance > Interests > Personality
358,25,Female,Kolkata,Undergraduate,Freelancer,Bumble,Daily,3 hours,Casual Fun,5,Audio Calls,Text,Personality > Interests > Values
359,18,Female,Mumbai,Undergraduate,Part-time Job,NA,Weekly,30 minutes,Finding a Partner,5,AI Recommendations,Text,Appearance > Interests > Personality
360,24,Female,Pune,Postgraduate,Freelancer,Tinder,Weekly,2 hours,Casual Fun,5,Location-Based Matching,Video Calls,Personality > Interests > Values
361,22,Non-binary,Chennai,Undergraduate,Student,NA,Weekly,1 hour,Casual Fun,2,Detailed Profiles,Voice Notes,Values > Personality > Appearance
362,22,Male,Kolkata,Postgraduate,Student,Tinder,Weekly,30 minutes,Social Interaction,4,Audio Calls,Video Calls,Personality > Interests > Values
363,25,Male,Pune,Undergraduate,Full-time Job,NA,Daily,2 hours,Casual Fun,1,Audio Calls,Video Calls,Values > Personality > Appearance
364,24,Female,Hyderabad,Graduate,Freelancer,OkCupid,Monthly,1.5 hours,Social Interaction,2,AI Recommendations,Text,Values > Personality > Appearance
365,23,Non-binary,Chennai,Graduate,Student,NA,Daily,2 hours,Finding a Partner,5,Audio Calls,Text,Appearance > Interests > Personality
366,23,Female,Hyderabad,Graduate,Part-time Job,Tinder,Weekly,1.5 hours,Casual Dating,5,Audio Calls,Text,Values > Personality > Appearance
367,18,Female,Mumbai,Undergraduate,Intern,Bumble,Daily,1.5 hours,Casual Dating,4,Video Calls,Video Calls,Personality > Interests > Values
368,23,Non-binary,Delhi,Postgraduate,Freelancer,Hinge,Monthly,1.5 hours,Finding a Partner,1,AI Recommendations,Video Calls,Values > Personality > Appearance
369,19,Male,Bangalore,Graduate,Student,NA,Daily,1 hour,Casual Fun,2,Location-Based Matching,Voice Notes,Values > Personality > Appearance
370,24,Female,Bangalore,Graduate,Freelancer,NA,Daily,2 hours,Casual Fun,5,Location-Based Matching,Voice Notes,Values > Personality > Appearance
371,23,Female,Chennai,Undergraduate,Student,NA,Daily,1 hour,Social Interaction,5,Video Calls,Text,Appearance > Interests > Personality
372,20,Female,Kolkata,Undergraduate,Full-time Job,Bumble,Weekly,1 hour,Casual Fun,3,Detailed Profiles,Text,Values > Personality > Appearance
373,21,Male,Hyderabad,Postgraduate,Full-time Job,Bumble,Monthly,1 hour,Casual Dating,2,AI Recommendations,Voice Notes,Appearance > Interests > Personality
374,20,Female,Chennai,Undergraduate,Student,NA,Monthly,2 hours,Social Interaction,5,AI Recommendations,Video Calls,Appearance > Interests > Personality
375,22,Non-binary,Mumbai,Postgraduate,Student,Hinge,Weekly,1.5 hours,Casual Dating,5,Video Calls,Voice Notes,Appearance > Interests > Personality
376,23,Non-binary,Delhi,Undergraduate,Intern,OkCupid,Weekly,1.5 hours,Casual Dating,2,AI Recommendations,Video Calls,Values > Personality > Appearance
377,21,Male,Bangalore,Graduate,Full-time Job,NA,Daily,3 hours,Casual Dating,2,Audio Calls,Video Calls,Appearance > Interests > Personality
378,21,Female,Kolkata,Undergraduate,Full-time Job,OkCupid,Weekly,30 minutes,Social Interaction,5,Location-Based Matching,Video Calls,Values > Personality > Appearance
379,24,Non-binary,Kolkata,Graduate,Part-time Job,Bumble,Daily,1.5 hours,Social Interaction,2,Video Calls,Text,Personality > Interests > Values
380,24,Non-binary,Pune,Postgraduate,Intern,NA,Daily,1 hour,Finding a Partner,3,Video Calls,Voice Notes,Values > Personality > Appearance
381,18,Female,Kolkata,Graduate,Full-time Job,Tinder,Daily,2 hours,Social Interaction,1,Detailed Profiles,Video Calls,Personality > Interests > Values
382,20,Non-binary,Mumbai,Postgraduate,Student,Hinge,Monthly,1 hour,Casual Fun,3,Audio Calls,Video Calls,Personality > Interests > Values
383,23,Non-binary,Bangalore,Postgraduate,Intern,OkCupid,Weekly,30 minutes,Social Interaction,4,Audio Calls,Text,Appearance > Interests > Personality
384,22,Male,Kolkata,Undergraduate,Student,OkCupid,Monthly,1.5 hours,Finding a Partner,4,Audio Calls,Voice Notes,Personality > Interests > Values
385,19,Female,Chennai,Postgraduate,Intern,Tinder,Daily,30 minutes,Casual Fun,5,AI Recommendations,Text,Appearance > Interests > Personality
386,18,Male,Hyderabad,Postgraduate,Student,NA,Monthly,2 hours,Casual Fun,3,Location-Based Matching,Video Calls,Values > Personality > Appearance
387,25,Non-binary,Kolkata,Postgraduate,Full-time Job,OkCupid,Daily,1 hour,Casual Dating,5,Audio Calls,Voice Notes,Values > Personality > Appearance
388,18,Female,Pune,Postgraduate,Intern,NA,Monthly,3 hours,Social Interaction,5,Video Calls,Voice Notes,Values > Personality > Appearance
389,23,Non-binary,Mumbai,Postgraduate,Student,Tinder,Weekly,3 hours,Social Interaction,1,Audio Calls,Video Calls,Appearance > Interests > Personality
390,22,Male,Hyderabad,Undergraduate,Full-time Job,Bumble,Weekly,1.5 hours,Finding a Partner,1,AI Recommendations,Video Calls,Personality > Interests > Values
391,24,Female,Kolkata,Undergraduate,Student,OkCupid,Daily,1.5 hours,Casual Fun,3,Audio Calls,Voice Notes,Appearance > Interests > Personality
392,21,Female,Bangalore,Postgraduate,Full-time Job,NA,Monthly,1 hour,Casual Dating,3,Video Calls,Text,Values > Personality > Appearance
393,24,Male,Delhi,Undergraduate,Full-time Job,Bumble,Daily,1.5 hours,Casual Fun,4,Audio Calls,Video Calls,Appearance > Interests > Personality
394,24,Male,Kolkata,Postgraduate,Student,OkCupid,Monthly,1 hour,Finding a Partner,1,AI Recommendations,Text,Appearance > Interests > Personality
395,20,Non-binary,Mumbai,Undergraduate,Part-time Job,Bumble,Monthly,3 hours,Social Interaction,2,Detailed Profiles,Text,Appearance > Interests > Personality
396,23,Female,Delhi,Undergraduate,Intern,Hinge,Daily,2 hours,Casual Fun,3,AI Recommendations,Video Calls,Values > Personality > Appearance
397,24,Male,Mumbai,Graduate,Student,NA,Daily,2 hours,Finding a Partner,3,AI Recommendations,Text,Appearance > Interests > Personality
398,25,Female,Delhi,Graduate,Intern,Bumble,Daily,1.5 hours,Casual Dating,4,Location-Based Matching,Voice Notes,Values > Personality > Appearance
399,21,Non-binary,Mumbai,Undergraduate,Freelancer,OkCupid,Weekly,2 hours,Casual Dating,3,Location-Based Matching,Video Calls,Personality > Interests > Values
400,24,Non-binary,Chennai,Graduate,Student,Hinge,Monthly,1 hour,Casual Dating,1,Video Calls,Voice Notes,Values > Personality > Appearance
401,25,Female,Delhi,Undergraduate,Full-time Job,Hinge,Daily,1 hour,Casual Dating,2,Video Calls,Video Calls,Values > Personality > Appearance
402,20,Female,Kolkata,Graduate,Freelancer,Hinge,Daily,3 hours,Casual Dating,3,Audio Calls,Text,Personality > Interests > Values
403,21,Non-binary,Pune,Graduate,Intern,OkCupid,Weekly,2 hours,Casual Fun,2,Audio Calls,Video Calls,Appearance > Interests > Personality
404,20,Male,Mumbai,Graduate,Part-time Job,OkCupid,Daily,1 hour,Casual Dating,1,Location-Based Matching,Text,Values > Personality > Appearance
405,22,Non-binary,Kolkata,Undergraduate,Full-time Job,Hinge,Monthly,3 hours,Casual Dating,1,Location-Based Matching,Voice Notes,Appearance > Interests > Personality
406,25,Female,Mumbai,Graduate,Intern,OkCupid,Weekly,1.5 hours,Social Interaction,2,Detailed Profiles,Text,Values > Personality > Appearance
407,24,Male,Bangalore,Postgraduate,Student,Hinge,Daily,3 hours,Casual Dating,2,Detailed Profiles,Voice Notes,Personality > Interests > Values
408,19,Non-binary,Kolkata,Graduate,Freelancer,Hinge,Daily,1.5 hours,Casual Dating,5,Detailed Profiles,Voice Notes,Appearance > Interests > Personality
409,20,Female,Pune,Undergraduate,Student,NA,Monthly,1 hour,Finding a Partner,3,Location-Based Matching,Video Calls,Appearance > Interests > Personality
410,19,Female,Bangalore,Undergraduate,Freelancer,NA,Monthly,1.5 hours,Casual Dating,2,Video Calls,Video Calls,Values > Personality > Appearance
411,24,Non-binary,Pune,Graduate,Intern,Hinge,Weekly,30 minutes,Casual Dating,1,Detailed Profiles,Video Calls,Appearance > Interests > Personality
412,18,Female,Delhi,Undergraduate,Full-time Job,OkCupid,Monthly,30 minutes,Social Interaction,1,Location-Based Matching,Voice Notes,Appearance > Interests > Personality
413,21,Non-binary,Kolkata,Undergraduate,Full-time Job,NA,Monthly,1 hour,Casual Fun,1,Video Calls,Text,Personality > Interests > Values
414,21,Male,Chennai,Undergraduate,Freelancer,NA,Daily,3 hours,Finding a Partner,2,Audio Calls,Text,Values > Personality > Appearance
415,23,Male,Chennai,Postgraduate,Student,NA,Daily,2 hours,Finding a Partner,3,Detailed Profiles,Text,Personality > Interests > Values
416,25,Female,Pune,Graduate,Part-time Job,NA,Monthly,30 minutes,Casual Dating,2,AI Recommendations,Video Calls,Values > Personality > Appearance
417,21,Non-binary,Bangalore,Postgraduate,Intern,Hinge,Monthly,3 hours,Finding a Partner,4,Audio Calls,Text,Appearance > Interests > Personality
418,24,Male,Hyderabad,Undergraduate,Part-time Job,Tinder,Daily,1.5 hours,Casual Dating,5,Detailed Profiles,Text,Appearance > Interests > Personality
419,19,Female,Chennai,Graduate,Student,Bumble,Monthly,30 minutes,Finding a Partner,4,AI Recommendations,Text,Appearance > Interests > Personality
420,21,Non-binary,Mumbai,Graduate,Student,Hinge,Weekly,3 hours,Finding a Partner,1,Video Calls,Text,Appearance > Interests > Personality
421,21,Male,Kolkata,Undergraduate,Freelancer,NA,Monthly,30 minutes,Casual Fun,5,Audio Calls,Video Calls,Values > Personality > Appearance
422,24,Male,Kolkata,Undergraduate,Full-time Job,Tinder,Daily,30 minutes,Finding a Partner,1,Detailed Profiles,Voice Notes,Values > Personality > Appearance
423,22,Male,Bangalore,Graduate,Full-time Job,OkCupid,Daily,1.5 hours,Finding a Partner,1,Audio Calls,Video Calls,Values > Personality > Appearance
424,21,Non-binary,Mumbai,Postgraduate,Student,NA,Weekly,30 minutes,Casual Fun,4,Audio Calls,Video Calls,Values > Personality > Appearance
425,23,Male,Mumbai,Undergraduate,Freelancer,NA,Daily,1 hour,Casual Fun,3,Location-Based Matching,Voice Notes,Personality > Interests > Values
426,25,Male,Bangalore,Undergraduate,Student,Tinder,Daily,1.5 hours,Casual Dating,1,Audio Calls,Voice Notes,Values > Personality > Appearance
427,22,Non-binary,Hyderabad,Undergraduate,Part-time Job,NA,Weekly,2 hours,Social Interaction,5,Video Calls,Text,Personality > Interests > Values
428,25,Female,Delhi,Postgraduate,Freelancer,NA,Monthly,1 hour,Social Interaction,3,AI Recommendations,Video Calls,Values > Personality > Appearance
429,19,Male,Bangalore,Postgraduate,Freelancer,NA,Weekly,3 hours,Casual Fun,5,Video Calls,Text,Personality > Interests > Values
430,24,Male,Chennai,Postgraduate,Student,Bumble,Daily,1.5 hours,Casual Fun,4,Video Calls,Text,Personality > Interests > Values
431,24,Non-binary,Hyderabad,Graduate,Student,Tinder,Weekly,2 hours,Casual Dating,2,Video Calls,Text,Values > Personality > Appearance
432,21,Male,Delhi,Postgraduate,Freelancer,NA,Weekly,3 hours,Finding a Partner,1,Detailed Profiles,Voice Notes,Values > Personality > Appearance
433,22,Non-binary,Chennai,Undergraduate,Part-time Job,Hinge,Monthly,2 hours,Casual Fun,1,Location-Based Matching,Text,Personality > Interests > Values
434,24,Female,Delhi,Graduate,Full-time Job,NA,Weekly,1.5 hours,Casual Dating,2,Detailed Profiles,Video Calls,Values > Personality > Appearance
435,20,Male,Bangalore,Postgraduate,Student,NA,Daily,2 hours,Casual Fun,5,AI Recommendations,Video Calls,Personality > Interests > Values
436,19,Non-binary,Kolkata,Postgraduate,Freelancer,OkCupid,Monthly,1 hour,Casual Dating,4,Detailed Profiles,Video Calls,Values > Personality > Appearance
437,18,Non-binary,Mumbai,Undergraduate,Freelancer,Hinge,Daily,3 hours,Casual Dating,5,Video Calls,Video Calls,Values > Personality > Appearance
438,22,Female,Pune,Postgraduate,Student,Bumble,Daily,1 hour,Social Interaction,3,Location-Based Matching,Text,Personality > Interests > Values
439,23,Non-binary,Kolkata,Graduate,Student,OkCupid,Weekly,30 minutes,Finding a Partner,4,AI Recommendations,Voice Notes,Values > Personality > Appearance
440,19,Female,Hyderabad,Graduate,Freelancer,NA,Monthly,1.5 hours,Casual Dating,4,Video Calls,Text,Values > Personality > Appearance
441,22,Male,Bangalore,Postgraduate,Intern,OkCupid,Daily,2 hours,Casual Dating,4,Detailed Profiles,Text,Appearance > Interests > Personality
442,22,Male,Delhi,Graduate,Part-time Job,Bumble,Daily,30 minutes,Casual Dating,1,Audio Calls,Video Calls,Values > Personality > Appearance
443,23,Female,Chennai,Postgraduate,Part-time Job,Hinge,Weekly,2 hours,Finding a Partner,3,Video Calls,Video Calls,Appearance > Interests > Personality
444,19,Non-binary,Kolkata,Postgraduate,Freelancer,Bumble,Daily,1 hour,Casual Fun,5,Audio Calls,Voice Notes,Personality > Interests > Values
445,24,Non-binary,Bangalore,Postgraduate,Intern,Tinder,Weekly,1.5 hours,Casual Fun,1,AI Recommendations,Text,Appearance > Interests > Personality
446,21,Non-binary,Kolkata,Postgraduate,Full-time Job,NA,Weekly,3 hours,Casual Dating,4,AI Recommendations,Video Calls,Personality > Interests > Values
447,18,Female,Chennai,Undergraduate,Full-time Job,Bumble,Weekly,3 hours,Social Interaction,2,Video Calls,Text,Personality > Interests > Values
448,22,Male,Delhi,Undergraduate,Full-time Job,OkCupid,Monthly,30 minutes,Casual Fun,2,Detailed Profiles,Voice Notes,Appearance > Interests > Personality
449,22,Male,Hyderabad,Undergraduate,Intern,Bumble,Weekly,2 hours,Casual Fun,1,Location-Based Matching,Video Calls,Values > Personality > Appearance
450,19,Non-binary,Hyderabad,Postgraduate,Part-time Job,Bumble,Daily,2 hours,Casual Fun,5,Detailed Profiles,Voice Notes,Appearance > Interests > Personality
451,25,Female,Mumbai,Undergraduate,Student,OkCupid,Weekly,1 hour,Finding a Partner,2,Audio Calls,Text,Values > Personality > Appearance
452,24,Male,Hyderabad,Postgraduate,Intern,Tinder,Monthly,1.5 hours,Finding a Partner,1,AI Recommendations,Text,Personality > Interests > Values
453,21,Female,Hyderabad,Graduate,Freelancer,NA,Weekly,30 minutes,Finding a Partner,5,Location-Based Matching,Voice Notes,Appearance > Interests > Personality
454,24,Non-binary,Chennai,Graduate,Part-time Job,OkCupid,Weekly,2 hours,Finding a Partner,4,Video Calls,Text,Appearance > Interests > Personality
455,18,Male,Kolkata,Postgraduate,Part-time Job,Hinge,Weekly,3 hours,Casual Dating,2,Video Calls,Voice Notes,Appearance > Interests > Personality
456,19,Non-binary,Chennai,Graduate,Student,Bumble,Monthly,1 hour,Casual Dating,3,Video Calls,Video Calls,Appearance > Interests > Personality
457,25,Non-binary,Chennai,Graduate,Full-time Job,Hinge,Monthly,1.5 hours,Casual Dating,5,Detailed Profiles,Text,Values > Personality > Appearance
458,24,Female,Pune,Graduate,Part-time Job,Hinge,Weekly,3 hours,Casual Dating,2,Location-Based Matching,Voice Notes,Personality > Interests > Values
459,23,Female,Kolkata,Postgraduate,Student,NA,Weekly,3 hours,Casual Dating,2,Audio Calls,Video Calls,Personality > Interests > Values
460,21,Female,Chennai,Postgraduate,Part-time Job,Bumble,Daily,2 hours,Social Interaction,1,Detailed Profiles,Video Calls,Personality > Interests > Values
461,21,Male,Chennai,Postgraduate,Intern,Hinge,Weekly,30 minutes,Finding a Partner,1,AI Recommendations,Text,Appearance > Interests > Personality
462,21,Female,Pune,Graduate,Freelancer,Bumble,Daily,1.5 hours,Social Interaction,4,Location-Based Matching,Video Calls,Personality > Interests > Values
463,25,Male,Hyderabad,Postgraduate,Intern,Bumble,Monthly,3 hours,Casual Dating,1,Detailed Profiles,Voice Notes,Values > Personality > Appearance
464,21,Female,Kolkata,Postgraduate,Intern,Bumble,Weekly,1 hour,Social Interaction,3,Video Calls,Voice Notes,Appearance > Interests > Personality
465,23,Male,Delhi,Graduate,Intern,OkCupid,Daily,1.5 hours,Social Interaction,3,Detailed Profiles,Voice Notes,Appearance > Interests > Personality
466,25,Male,Delhi,Postgraduate,Intern,Hinge,Daily,1 hour,Casual Fun,4,Location-Based Matching,Voice Notes,Values > Personality > Appearance
467,21,Non-binary,Kolkata,Graduate,Freelancer,Hinge,Monthly,1 hour,Finding a Partner,2,Location-Based Matching,Video Calls,Values > Personality > Appearance
468,24,Non-binary,Delhi,Undergraduate,Intern,Bumble,Monthly,1.5 hours,Finding a Partner,1,AI Recommendations,Voice Notes,Values > Personality > Appearance
469,23,Male,Hyderabad,Graduate,Full-time Job,Tinder,Weekly,3 hours,Casual Dating,3,Detailed Profiles,Video Calls,Values > Personality > Appearance
470,19,Female,Chennai,Postgraduate,Full-time Job,Bumble,Monthly,30 minutes,Casual Dating,5,AI Recommendations,Video Calls,Personality > Interests > Values
471,21,Female,Mumbai,Postgraduate,Student,NA,Weekly,1 hour,Social Interaction,2,Location-Based Matching,Text,Values > Personality > Appearance
472,19,Male,Delhi,Postgraduate,Student,OkCupid,Daily,30 minutes,Social Interaction,4,AI Recommendations,Text,Personality > Interests > Values
473,19,Non-binary,Chennai,Graduate,Student,OkCupid,Weekly,3 hours,Casual Dating,5,Video Calls,Text,Appearance > Interests > Personality
474,25,Non-binary,Hyderabad,Undergraduate,Part-time Job,OkCupid,Weekly,3 hours,Finding a Partner,2,AI Recommendations,Voice Notes,Values > Personality > Appearance
475,23,Male,Kolkata,Postgraduate,Full-time Job,OkCupid,Daily,1.5 hours,Finding a Partner,2,Detailed Profiles,Video Calls,Values > Personality > Appearance
476,18,Female,Pune,Postgraduate,Intern,Hinge,Daily,30 minutes,Social Interaction,1,Detailed Profiles,Voice Notes,Values > Personality > Appearance
477,21,Male,Mumbai,Graduate,Part-time Job,Tinder,Daily,1.5 hours,Casual Fun,4,Audio Calls,Voice Notes,Personality > Interests > Values
478,25,Male,Bangalore,Undergraduate,Full-time Job,OkCupid,Daily,30 minutes,Finding a Partner,1,Detailed Profiles,Video Calls,Values > Personality > Appearance
479,20,Female,Delhi,Undergraduate,Full-time Job,OkCupid,Weekly,1.5 hours,Casual Fun,5,Detailed Profiles,Voice Notes,Values > Personality > Appearance
480,19,Female,Delhi,Graduate,Intern,Tinder,Monthly,3 hours,Casual Fun,2,Detailed Profiles,Video Calls,Appearance > Interests > Personality
481,24,Non-binary,Pune,Undergraduate,Student,OkCupid,Weekly,1.5 hours,Finding a Partner,1,Detailed Profiles,Voice Notes,Personality > Interests > Values
482,18,Female,Hyderabad,Postgraduate,Part-time Job,NA,Monthly,3 hours,Casual Fun,1,Video Calls,Voice Notes,Appearance > Interests > Personality
483,18,Non-binary,Chennai,Graduate,Freelancer,OkCupid,Monthly,30 minutes,Finding a Partner,3,Video Calls,Video Calls,Personality > Interests > Values
484,20,Female,Pune,Undergraduate,Intern,OkCupid,Daily,3 hours,Casual Dating,3,Video Calls,Voice Notes,Personality > Interests > Values
485,24,Non-binary,Mumbai,Postgraduate,Student,OkCupid,Weekly,30 minutes,Social Interaction,4,AI Recommendations,Text,Personality > Interests > Values
486,23,Male,Pune,Graduate,Student,Hinge,Daily,30 minutes,Casual Dating,3,Location-Based Matching,Voice Notes,Personality > Interests > Values
487,21,Female,Mumbai,Graduate,Freelancer,Bumble,Monthly,3 hours,Finding a Partner,4,Audio Calls,Voice Notes,Personality > Interests > Values
488,19,Female,Mumbai,Graduate,Student,Bumble,Monthly,1.5 hours,Finding a Partner,3,Location-Based Matching,Text,Personality > Interests > Values
489,25,Female,Delhi,Graduate,Full-time Job,Hinge,Monthly,3 hours,Casual Fun,1,Audio Calls,Text,Personality > Interests > Values
490,25,Female,Chennai,Postgraduate,Student,OkCupid,Daily,1.5 hours,Casual Dating,5,AI Recommendations,Text,Personality > Interests > Values
491,25,Female,Kolkata,Graduate,Student,OkCupid,Daily,3 hours,Casual Fun,3,AI Recommendations,Text,Personality > Interests > Values
492,24,Female,Mumbai,Undergraduate,Part-time Job,Bumble,Monthly,1 hour,Casual Fun,5,Audio Calls,Voice Notes,Appearance > Interests > Personality
493,24,Female,Mumbai,Postgraduate,Intern,Tinder,Weekly,2 hours,Casual Dating,5,Location-Based Matching,Video Calls,Appearance > Interests > Personality
494,20,Male,Mumbai,Undergraduate,Freelancer,Tinder,Daily,30 minutes,Social Interaction,1,Video Calls,Video Calls,Personality > Interests > Values
495,19,Female,Chennai,Graduate,Intern,OkCupid,Weekly,30 minutes,Finding a Partner,3,Location-Based Matching,Video Calls,Personality > Interests > Values
496,23,Female,Mumbai,Undergraduate,Intern,Tinder,Weekly,1.5 hours,Casual Dating,2,Audio Calls,Voice Notes,Personality > Interests > Values
497,23,Male,Mumbai,Postgraduate,Intern,OkCupid,Daily,2 hours,Casual Fun,1,Video Calls,Video Calls,Values > Personality > Appearance
498,22,Male,Hyderabad,Graduate,Freelancer,NA,Monthly,2 hours,Casual Fun,2,Video Calls,Voice Notes,Appearance > Interests > Personality
499,21,Female,Kolkata,Graduate,Student,Tinder,Daily,1.5 hours,Casual Dating,3,Detailed Profiles,Text,Appearance > Interests > Personality
500,22,Male,Mumbai,Graduate,Part-time Job,NA,Weekly,1.5 hours,Casual Fun,2,AI Recommendations,Video Calls,Appearance > Interests > Personality
500,22,Male,Mumbai,Graduate,Part-time Job,NA,Weekly,1.5 hours,Casual Fun,2,AI Recommendations,Video Calls,Appearance > Interests > Personality
500,22,Male,Mumbai,Graduate,Part-time Job,NA,Weekly,1.5 hours,Casual Fun,2,AI Recommendations,Video Calls,Appearance > Interests > Personality
501,33,MALE,ahmedabad,ggraduate,Full-time Job,na,Weekly,2,fun,6,gg,ddd,ggggggggggg
